"item","family","group","qnty.sold","revenue","date"
"SNAPPLES FRUIT PUNCH","Fresh Juices","BEVERAGE","3",36,"2015-08-30"
"TAMRAH CHOCO DARK ZIPPER BAG 100","CS Dry Fruits","FOOD","4",36,"2015-08-30"
"FAIRY WHITE REGULAR 500ML","CS Dishwashing","NON FOOD","5",35,"2015-08-30"
"Full Breakfast","Breakfast","FOOD","1",35,"2015-08-30"
"KOKA CUP SPICY SHRIMP","CS Pasta & Noodles","FOOD","10",35,"2015-08-30"
"RED BULL SUGAR FREE 250ML","CS Sports & Energy Drinks","BEVERAGE","5",35,"2015-08-30"
"Rocco","Pizza","FOOD","1",35,"2015-08-30"
"12 OZ Hazel Nut Latte","Starbucks","FOOD","2",34,"2015-08-30"
"12 OZ SIGNATURE HOT CHOCOLATE","Starbucks","FOOD","2",34,"2015-08-30"
"16 OZ CAFFE MOCHA","Starbucks","FOOD","2",34,"2015-08-30"
"AUSLESE MELITTA CLASSIC COFFEE 2","CS Coffee","FOOD","2",34,"2015-08-30"
"BrilaArabiata400g","CS Sauce","FOOD","2",34,"2015-08-30"
"G S Frid Noodls W chicken","Noodles","FOOD","1",34,"2015-08-30"
"NIVEA DEO MALE BLACK & WHITE 200","CS Deodrants","NON FOOD","2",34,"2015-08-30"
"LINDT CHOCOLETTI LEMON MINZE 100","CS Organic Food","FOOD","3",33.75,"2015-08-30"
"SUNSILK CD VIBRANT COLOR PROTECT","CS Shampoo & Conditioner","NON FOOD","3",33.75,"2015-08-30"
"GO PURE CHIPS CRINKLED SALTED 12","CS Organic Food","FOOD","2",33.5,"2015-08-30"
"NESCAFE GOLD COFFEE 100GM","CS Coffee","FOOD","1",33.5,"2015-08-30"
"GLTTEM3RAZORUP","CS Mens Care","NON FOOD","1",33,"2015-08-30"
"H&S SH LIVELY SILKY 2 IN 1 200ML","CS Shampoo & Conditioner","NON FOOD","3",33,"2015-08-30"
"SIS SugarCubeWhite 454g","CS Coocking & Baking","FOOD","3",33,"2015-08-30"
"SNAPPLE KIWI STRAWBERRY JUICE","CS Packet Juice","BEVERAGE","6",33,"2015-08-30"
"TAMPAX SUPER","CS Sanitary Care","NON FOOD","3",33,"2015-08-30"
"COKE LIGHT LARGE 2.25L","CS Soft Drinks","BEVERAGE","5",32.5,"2015-08-30"
"AL AIN FRESH ORANGE JUICE 330ML","CS Packet Juice","BEVERAGE","8",32,"2015-08-30"
"Alain Small Wtr500ml","Water","BEVERAGE","47",32,"2015-08-30"
"Asst. Rolls Two","Breakfast","FOOD","16",32,"2015-08-30"
"FUNHDPSFORKPLM","CS Disposable","NON FOOD","4",32,"2015-08-30"
"HEINZ TUNA CHUNKS OIL TIN 185GM","CS Can & Jar Food","FOOD","4",32,"2015-08-30"
"LACNOR GUVAVA 180ML","Fresh Juices","BEVERAGE","8",32,"2015-08-30"
"SPRITE CAN","Softdrinks","BEVERAGE","8",32,"2015-08-30"
"LUX BAR SILK SENSATION 120GM","CS Soap & Handwash","NON FOOD","9",31.5,"2015-08-30"
"JDS APPLE THINS","Biscuit & Cookies","FOOD","2",31,"2015-08-30"
"GILLETTE BLUE AFT SHAVE SPLASH 1","CS Mens Care","NON FOOD","1",30.5,"2015-08-30"
"BEST CAN CASHEWS SALTED 110GM","CS Nuts & Seeds","FOOD","2",30,"2015-08-30"
"BLUE BERRY MUFFIN","Dessert","FOOD","3",30,"2015-08-30"
"DR.OtkrChclateCake455G","CS Coocking & Baking","FOOD","2",30,"2015-08-30"
"DR OETKER H.B PICK STICK CANDLE","CS Disposable","NON FOOD","2",30,"2015-08-30"
"DveWmnOriginal40g","CS Deodrants","NON FOOD","2",30,"2015-08-30"
"GLASS OF SOYA MILK","Soya Milk","FOOD","3",30,"2015-08-30"
"LAYS FORNO CHEESE 43GM","CS Chips & Snacks","FOOD","12",30,"2015-08-30"
"OREO DOUBLE STUFF 8 PACK 56GM","Biscuit & Cookies","FOOD","2",30,"2015-08-30"
"PEPPERMEIN LOOSE TEA","Tea","FOOD","3",30,"2015-08-30"
"Pepperoni","Pizza","FOOD","5",30,"2015-08-30"
"WALK IN DINNER","WALK IN DINNER","FOOD","3",30,"2015-08-30"
"AXE ROLLON DARK TEMPTATION 40ML","CS Deodrants","NON FOOD","2",29,"2015-08-30"
"ADD ESPRESSO SHOT","Starbucks","FOOD","7",28,"2015-08-30"
"AXE SHOWER GEL DARK TEMPTATION 2","CS Bath & Shower","NON FOOD","2",28,"2015-08-30"
"Croissant","Breakfast","FOOD","4",28,"2015-08-30"
"D Coke","Softdrinks","BEVERAGE","7",28,"2015-08-30"
"Green Thai Veg Curry","Main course","FOOD","1",28,"2015-08-30"
"Tofu Steak","Burgers","FOOD","2",28,"2015-08-30"
"VASELINE LOTION ESSENTIAL HEALIN","CS Body Care","NON FOOD","2",28,"2015-08-30"
"BERRY CO GOJI BERRY JUICE 1L","CS Packet Juice","BEVERAGE","2",27,"2015-08-30"
"DSprayStressProt","CS Deodrants","NON FOOD","2",27,"2015-08-30"
"ORAL B MW PRO EXPERT MULTI PROTE","CS Oral Care","NON FOOD","1",27,"2015-08-30"
"PERRIER WATER 750ML","Water","BEVERAGE","3",27,"2015-08-30"
"SELPAK TOILET PAPER 4 ROLLS","CS Tissue & Toilet Rolls","NON FOOD","2",27,"2015-08-30"
"TAMRAH COCO DATES ZIPPER BAG 100","CS Dry Fruits","FOOD","3",27,"2015-08-30"
"VASELINE ACTIVE NOURISH HW200ML","CS Soap & Handwash","NON FOOD","2",27,"2015-08-30"
"VOLVIC WATER 500ML","CS Water","BEVERAGE","6",27,"2015-08-30"
"BERRY CO WHITE TEA PEACH 1L","CS Packet Juice","BEVERAGE","2",26,"2015-08-30"
"ClrDpCleanseMen","CS Shampoo & Conditioner","NON FOOD","2",26,"2015-08-30"
"CORNETTO I/C LOVE COOKIE","CS Ice Cream","FOOD","4",26,"2015-08-30"
"FAIRY ORIGINAL1L","CS Dishwashing","NON FOOD","2",26,"2015-08-30"
"H&S SH EXTRA VOLUME 200ML","CS Shampoo & Conditioner","NON FOOD","2",26,"2015-08-30"
"LAYS SALT VINEGAR 185GM","CS Chips & Snacks","FOOD","4",26,"2015-08-30"
"LAYS TOMATO KETCHUP 185GM","CS Chips & Snacks","FOOD","4",26,"2015-08-30"
"SCHWEPPES GINGER ALE 300M","CS Soft Drinks","BEVERAGE","13",26,"2015-08-30"
"HeinzCremTomtSoup400G","CS Can & Jar Food","FOOD","3",25.5,"2015-08-30"
"HEINZ TIN SOUP LENTIL 400GM","CS Can & Jar Food","FOOD","3",25.5,"2015-08-30"
"TRESEMME CD PLATINUM STRENGTH 50","CS Shampoo & Conditioner","NON FOOD","1",25.5,"2015-08-30"
"TRESEMME CD SPLIT REMEDY 500ML","CS Shampoo & Conditioner","NON FOOD","1",25.5,"2015-08-30"
"GALLON WATER DEPOSIT","CS Others","BEVERAGE","1",25,"2015-08-30"
"PAMPERS DIAPERS 1-21","CS Baby Care","NON FOOD","1",25,"2015-08-30"
"PAMPERS DIAPERS 2-23","CS Baby Care","NON FOOD","1",25,"2015-08-30"
"KOKA CUP SEAFOOD","CS Pasta & Noodles","FOOD","7",24.5,"2015-08-30"
"WELLA CD REPAIR 500ML","CS Shampoo & Conditioner","NON FOOD","1",24.5,"2015-08-30"
"AL MARAI STRAWBERRY JUICE 300ML","CS Packet Juice","BEVERAGE","8",24,"2015-08-30"
"Carrot Cake","Dessert","FOOD","2",24,"2015-08-30"
"ESPRESSO MACCHIATO DOUBLE","Coffee","FOOD","2",24,"2015-08-30"
"FANTA ORANGE CAN","Softdrinks","BEVERAGE","6",24,"2015-08-30"
"Fresh Orange Juice","Fresh Juices","BEVERAGE","3",24,"2015-08-30"
"Frid Rice W Vegetable","Fried Rice","FOOD","1",24,"2015-08-30"
"HEINZ TUNA LIGHT SOLID OIL TIN 1","CS Can & Jar Food","FOOD","3",24,"2015-08-30"
"LifebyHndSnitzrHul55m","CS Soap & Handwash","NON FOOD","3",24,"2015-08-30"
"LUX BW SILK SENSATION 250ML","CS Bath & Shower","NON FOOD","2",24,"2015-08-30"
"LUX BW VELVET TOUCH 250ML","CS Body Care","NON FOOD","2",24,"2015-08-30"
"NIVEA ROLL FEMALE STRESS PROTECT","CS Deodrants","NON FOOD","2",24,"2015-08-30"
"Pain an Raisin","Dessert","FOOD","3",24,"2015-08-30"
"Short Bread","Dessert","FOOD","2",24,"2015-08-30"
"SNAPPLES KIWI & STRAWBERRY","Fresh Juices","BEVERAGE","2",24,"2015-08-30"
"WELLA SH REPAIR 500ML","CS Shampoo & Conditioner","NON FOOD","1",23.5,"2015-08-30"
"16 OZ SOYA VANILLA LATTE","Coffee","FOOD","1",23,"2015-08-30"
"CLEAR WOMEN HERBAL FUSION 400ML","CS Shampoo & Conditioner","NON FOOD","1",23,"2015-08-30"
"BEST CAN ALMONDS SALTED 110GM","CS Nuts & Seeds","FOOD","2",22.5,"2015-08-30"
"Vo5MegaMousse","CS Hair Styling & Spray","NON FOOD","1",22.5,"2015-08-30"
"NIVEA COOL KICK AFT SHAVE FLUID","CS Mens Care","NON FOOD","1",22.25,"2015-08-30"
"ANTIDOTE","Fresh Juices","BEVERAGE","1",22,"2015-08-30"
"FARM FRESH EGGS WHITE 15PCS","CS Eggs","FOOD","2",22,"2015-08-30"
"LUX HW MAGICAL BEAUTY 250ML","CS Soap & Handwash","NON FOOD","2",22,"2015-08-30"
"PANTENE SH ANTI HAIR FALL 200ML","CS Shampoo & Conditioner","NON FOOD","2",22,"2015-08-30"
"POPEYE","Fresh Juices","BEVERAGE","1",22,"2015-08-30"
"TAMPAX SUPER PLUS","CS Sanitary Care","NON FOOD","2",22,"2015-08-30"
"BARILLA PASTA SPAGHETTI NO.5 500","CS Pasta & Noodles","FOOD","3",21.75,"2015-08-30"
"AL AIN FRESH GRAPEFRUIT JUICE330","CS Packet Juice","BEVERAGE","3",21,"2015-08-30"
"LACNOR MILK BANANA 180ML","CS Packet Juice","BEVERAGE","14",21,"2015-08-30"
"VITA COCO PEACH & MANGO 330ML","Convenience Beverages","BEVERAGE","2",21,"2015-08-30"
"VITA COCO PINEAPPLE 330ML","Convenience Beverages","BEVERAGE","2",21,"2015-08-30"
"GILLETTE FOAM CLASSIC CLEAN","CS Mens Care","NON FOOD","1",20.5,"2015-08-30"
"CheseTurkeyHamCrossiant","Sandwiches","FOOD","1",20,"2015-08-30"
"Chicken Maki(6pcs)","Sushi","FOOD","1",20,"2015-08-30"
"DOUGHNUT PLAIN","CS Bakery","FOOD","10",20,"2015-08-30"
"ESPRESSO MACCHIATO SINGLE","Starbucks","FOOD","2",20,"2015-08-30"
"FANTA STRAWBERRY CAN","Softdrinks","BEVERAGE","5",20,"2015-08-30"
"GATORADE GRAPE PET 500ML","CS Sports & Energy Drinks","BEVERAGE","4",20,"2015-08-30"
"Lays Chips","Extras","FOOD","10",20,"2015-08-30"
"Lungo","Nespresso","FOOD","2",20,"2015-08-30"
"Sweet Potato Wedges","Extras","FOOD","2",20,"2015-08-30"
"Tamago Maki","Sushi","FOOD","1",20,"2015-08-30"
"WALK IN BREAKFAST","WALK IN BREAKFAST","FOOD","2",20,"2015-08-30"
"FUN32OZMLTI","CS Disposable","NON FOOD","3",19.5,"2015-08-30"
"LIPTON GREEN TEA LEMON TEA BAG 2","CS Tea","FOOD","3",19.5,"2015-08-30"
"LUX SUNLIGHT LEMON 400ML","CS Dishwashing","NON FOOD","3",19.5,"2015-08-30"
"16 OZ HOT CHOCOLATE","Starbucks","FOOD","1",19,"2015-08-30"
"EGG Mayo & Spring Onion","Sandwiches","FOOD","1",19,"2015-08-30"
"GILLETTE FOAM LEMON","CS Mens Care","NON FOOD","2",19,"2015-08-30"
"GILLETTE FOAM REGULAR","CS Mens Care","NON FOOD","2",19,"2015-08-30"
"kellogsFros500g","CS Cereal","FOOD","1",19,"2015-08-30"
"Candrel 100tab","CS Coocking & Baking","FOOD","1",18.5,"2015-08-30"
"16 OZ ICED CARAMEL LATTE","Starbucks","FOOD","1",18,"2015-08-30"
"BEST 30GM SALTED PISTACHIO","CS Nuts & Seeds","FOOD","6",18,"2015-08-30"
"BEST MIXED NUTS 300G","CS Nuts & Seeds","FOOD","1",18,"2015-08-30"
"CHICKEN & BACON","Sandwiches","FOOD","1",18,"2015-08-30"
"CMYPRFMEBSVINTAGE175G","CS Non Food","NON FOOD","4",18,"2015-08-30"
"CORN PISTACHOCO160ML","CS Ice Cream","FOOD","3",18,"2015-08-30"
"DOVEALMOND&HIBISCUS","CS Body Care","NON FOOD","1",18,"2015-08-30"
"DOVE SHOWER NOURISHING 250ML","CS Bath & Shower","NON FOOD","1",18,"2015-08-30"
"Espresso","Nespresso","FOOD","2",18,"2015-08-30"
"EXT BAR APPLE","CS Cereal","FOOD","2",18,"2015-08-30"
"GLADZprSandwichBg","CS Bags/Foil/Wraps","NON FOOD","2",18,"2015-08-30"
"Glazed Veg","Sandwiches","FOOD","1",18,"2015-08-30"
"PHOENIX LIGHT COLA 330ML","CS Organic Food","BEVERAGE","2",18,"2015-08-30"
"Potato Wedges","Extras","FOOD","2",18,"2015-08-30"
"PRINGLES ORIGINAL 165GM","CS Chips & Snacks","FOOD","2",18,"2015-08-30"
"Snsilk Shmp Color Protect400m","CS Shampoo & Conditioner","NON FOOD","1",18,"2015-08-30"
"Tropical Maki (6 Pcs)","Sushi","FOOD","1",18,"2015-08-30"
"V. Spring Rolls","Main course","FOOD","1",18,"2015-08-30"
"CARTE D'OR PINT STRAWBERRY","CS Ice Cream","FOOD","1",17.5,"2015-08-30"
"CARTE D'OR PINT VANILLA","CS Ice Cream","FOOD","1",17.5,"2015-08-30"
"KOKA PILLOW 5 PCS MUSHROOM","CS Pasta & Noodles","FOOD","2",17.5,"2015-08-30"
"MUFFIN DOUBLE CHOCOLATE","CS Bakery","FOOD","5",17.5,"2015-08-30"
"VOLVIC WATER 330ML","CS Water","BEVERAGE","5",17.5,"2015-08-30"
"WALKERS SB HIGHLANDERS 40G","Biscuit & Cookies","FOOD","5",17.5,"2015-08-30"
"BEST CAN SUPER CASHEW 110GM","CS Nuts & Seeds","FOOD","1",17.25,"2015-08-30"
"16 OZ WHITE CHOCOLATE MOCHA","Starbucks","FOOD","1",17,"2015-08-30"
"FUNHAPBRTHDYBAL","CS Disposable","NON FOOD","2",17,"2015-08-30"
"HeinzCreamMushroomSoup400G","CS Can & Jar Food","FOOD","2",17,"2015-08-30"
"Nesquick Choco Milk450g","CS Can & Jar Food","FOOD","1",17,"2015-08-30"
"NESTLE COFFEE MATE 400GM","CS Coffee","FOOD","1",17,"2015-08-30"
"RED LABEL INDIAN LOOSE TEA 400GM","CS Tea","FOOD","1",17,"2015-08-30"
"BAHLSEN LEIBNIZ MINIS BUTTER 100","Biscuit & Cookies","FOOD","3",16.5,"2015-08-30"
"BAHLSEN LEIBNIZ ZOO 100GM","Biscuit & Cookies","FOOD","3",16.5,"2015-08-30"
"BONNE MANAM ORANGE MARMALADE 370","CS Can & Jar Food","FOOD","1",16.5,"2015-08-30"
"LIFEBUOY BODYWASH LEMON FRESH 30","CS Bath & Shower","NON FOOD","1",16.5,"2015-08-30"
"LIFEBUOY BODYWASH MILD CARE 300M","CS Bath & Shower","NON FOOD","1",16.5,"2015-08-30"
"NUTELLA JAR 400GM","CS Can & Jar Food","FOOD","1",16.25,"2015-08-30"
"12 OZ SOYA CAFFE LATTE","Coffee","FOOD","1",16,"2015-08-30"
"ADD FLAVOURED SYRUP","Starbucks","FOOD","4",16,"2015-08-30"
"CAPRISUN APPLE","CS Packet Juice","BEVERAGE","16",16,"2015-08-30"
"EXTRA FRUIT FLVR 14PCS","CS Mint & Gum","FOOD","4",16,"2015-08-30"
"FRESH FRUIT SALAD POT","Salads","FOOD","1",16,"2015-08-30"
"Mini House Plant","CS Plants","NON FOOD","1",16,"2015-08-30"
"Peanut Butter & Jelly(V)","Sandwiches","FOOD","1",16,"2015-08-30"
"PEPPERMINT TEA BAG","Tea","FOOD","2",16,"2015-08-30"
"PERRIER WATER 330ML","CS Water","BEVERAGE","4",16,"2015-08-30"
"SUBSTITUTE SOYA","Soya Milk","FOOD","4",16,"2015-08-30"
"THE BERRY CO CRANBERRY JUICE","Packet Juice","BEVERAGE","2",16,"2015-08-30"
"KELLOGS BARS MILK CHOCO 04PCX1PK","CS Cereal","FOOD","1",15.75,"2015-08-30"
"DOVEM+CIDDS150ML","CS Shampoo & Conditioner","NON FOOD","1",15.5,"2015-08-30"
"AL MARAI MIXED FRUIT 300ML","CS Packet Juice","BEVERAGE","6",15,"2015-08-30"
"ARIEL 260GM GREEN","CS Laundry Care","NON FOOD","3",15,"2015-08-30"
"COKE LIGHT PET 500ML","CS Soft Drinks","BEVERAGE","5",15,"2015-08-30"
"Delivery Charges","Delivery charge","LABOR CHARGE","3",15,"2015-08-30"
"ENERGIZER AAA 4 PCS","CS Others","NON FOOD","1",15,"2015-08-30"
"PERRIER WATER LEMON 330ML","CS Water","BEVERAGE","3",15,"2015-08-30"
"Valley Crunchy","Cereal Bar","FOOD","5",15,"2015-08-30"
"AxeDeoTwist","CS Deodrants","NON FOOD","1",14.5,"2015-08-30"
"HnzLightMayo400ml","CS Sauce","FOOD","1",14.5,"2015-08-30"
"REXONA DEO INVISIBLE 150ML","CS Deodrants","NON FOOD","1",14.25,"2015-08-30"
"COKE CAN 300ML","CS Soft Drinks","BEVERAGE","7",14,"2015-08-30"
"FIREFLY RECHARGE POMEGRANATE","Tea","BEVERAGE","1",14,"2015-08-30"
"LAYS 40GM SALT VINEGAR","CS Chips & Snacks","FOOD","7",14,"2015-08-30"
"MENTOS CHEWY STRAWBERRY 30GM","CS Mint & Gum","FOOD","7",14,"2015-08-30"
"NECTAFLOR PREMIUM GINGER 200GM","CS Dry Fruits","FOOD","1",13.75,"2015-08-30"
"SUGAR BROWN SIS 1 KG","CS Coocking & Baking","FOOD","1",13.75,"2015-08-30"
"ALWAYS LARGE 10 PCS","CS Sanitary Care","NON FOOD","3",13.5,"2015-08-30"
"BEST 13GM ALMOND","CS Nuts & Seeds","FOOD","9",13.5,"2015-08-30"
"BARILLA PASTA SPAGHETTI NO.7 500","CS Pasta & Noodles","FOOD","1",13,"2015-08-30"
"BISQUINI TIN BLUEBERRY COOKIES 1","Biscuit & Cookies","FOOD","1",13,"2015-08-30"
"BISQUINI TIN BUTTER COOKIES 150G","Biscuit & Cookies","FOOD","1",13,"2015-08-30"
"BISQUINI TIN CHOCOLATE COOKIES 1","Biscuit & Cookies","FOOD","1",13,"2015-08-30"
"FALCON PAPER PLATES 7 100PCS","CS Disposable","NON FOOD","2",13,"2015-08-30"
"FANTA LARGE 2.25L","CS Soft Drinks","BEVERAGE","2",13,"2015-08-30"
"H&S SH ANTI HAIR FALL 200ML","CS Shampoo & Conditioner","NON FOOD","1",13,"2015-08-30"
"SAN PELLEGRINO WATER 500ML","CS Water","BEVERAGE","2",13,"2015-08-30"
"A/G POP CORN MICROWAVE NATURAL 2","CS Can & Jar Food","FOOD","1",12.5,"2015-08-30"
"Denim Original Aftr Shve100ml","CS Mens Care","NON FOOD","1",12.5,"2015-08-30"
"ENERGIZER 9V BATTERY","CS Others","NON FOOD","1",12.5,"2015-08-30"
"EXTRA BIG BOTTLE STRAWBERRY","CS Mint & Gum","FOOD","1",12.5,"2015-08-30"
"EXTRA BIG BOTTLE WATERMELON","CS Mint & Gum","FOOD","1",12.5,"2015-08-30"
"AL RABIE APPLE 330ML","Fresh Juices","BEVERAGE","3",12,"2015-08-30"
"B.BAG SALTED150g","CS Chips & Snacks","FOOD","1",12,"2015-08-30"
"Cappuccino","Coffee","BEVERAGE","1",12,"2015-08-30"
"Choc Caramel Eclair","Dessert","FOOD","1",12,"2015-08-30"
"COCA COAL LIGHT PET 500ML","Softdrinks","BEVERAGE","2",12,"2015-08-30"
"CROISSANT PLAIN","CS Bakery","FOOD","6",12,"2015-08-30"
"ESPRESSO MACCHIATO","Starbucks","FOOD","1",12,"2015-08-30"
"FairyMountainLemon1L","CS Dishwashing","NON FOOD","1",12,"2015-08-30"
"GATORADE LEMON","Energy Drinks","BEVERAGE","1",12,"2015-08-30"
"Khubus Bread","Breakfast","FOOD","6",12,"2015-08-30"
"LACNOR MANGO 180ML","Fresh Juices","BEVERAGE","3",12,"2015-08-30"
"LAYS SALT 40G","CHIPS","FOOD","3",12,"2015-08-30"
"LIPTON YELLOW LABEL TEA BAG 25PC","CS Tea","FOOD","2",12,"2015-08-30"
"LUX BW SWEET EMBRACE 250ML","CS Bath & Shower","NON FOOD","1",12,"2015-08-30"
"MENTOS 38GM CHEWY MINT","CS Mint & Gum","FOOD","6",12,"2015-08-30"
"MINI CARROT CAKE","Dessert","FOOD","1",12,"2015-08-30"
"Pepsi Light","Softdrinks","BEVERAGE","3",12,"2015-08-30"
"POCARI SWEAT CAN 330ML","CS Soft Drinks","BEVERAGE","4",12,"2015-08-30"
"PRINGLES 40GM CHEESE","CS Chips & Snacks","FOOD","3",12,"2015-08-30"
"PRINGLES 40GM KETCHUP","CS Chips & Snacks","FOOD","3",12,"2015-08-30"
"SCHWEPPES TONIC WATER CAN 300M","CS Soft Drinks","BEVERAGE","6",12,"2015-08-30"
"SMINT POCKET MINT","CS Mint & Gum","FOOD","2",12,"2015-08-30"
"VIVANI BAR CREAMY CARAMEL 40G","CS Organic Food","FOOD","2",12,"2015-08-30"
"CLOROX COLORS 1.89L 1/2 GALLON","CS Laundry Care","NON FOOD","1",11.5,"2015-08-30"
"LUX HW WAKE ME UP 250ML","CS Soap & Handwash","NON FOOD","1",11.5,"2015-08-30"
"SELPAK KITCHEN ROLL 2 PCS","CS Tissue & Toilet Rolls","NON FOOD","1",11.5,"2015-08-30"
"BrdLofMltiCreal350g","CS Bakery","FOOD","2",11,"2015-08-30"
"GROWERS PACKET GARLIC PEANUTS","CS Nuts & Seeds","FOOD","2",11,"2015-08-30"
"GROWERS PACKET HONEY PEANUTS","CS Nuts & Seeds","FOOD","2",11,"2015-08-30"
"KIWI CROWN BROWN LIQUID","CS Others","NON FOOD","2",11,"2015-08-30"
"PANTENE SH SHEER VOLUME 200ML","CS Shampoo & Conditioner","NON FOOD","1",11,"2015-08-30"
"BEST 30GM SALTED PEANUTS","CS Nuts & Seeds","FOOD","7",10.5,"2015-08-30"
"LUX BAR DREAM DELIGHT 120GM","CS Soap & Handwash","NON FOOD","3",10.5,"2015-08-30"
"LUX BAR SECRET BLISS 120GM","CS Soap & Handwash","NON FOOD","3",10.5,"2015-08-30"
"LUX BAR WAKE ME UP 120GM","CS Soap & Handwash","NON FOOD","3",10.5,"2015-08-30"
"LUX HW SECRET BLISS 250ML","CS Soap & Handwash","NON FOOD","3",10.5,"2015-08-30"
"LUX HW SWEET EMBRACE 250ML","CS Shampoo & Conditioner","NON FOOD","1",10.5,"2015-08-30"
"WALKERS SB FINGERS 40G","Biscuit & Cookies","FOOD","3",10.5,"2015-08-30"
"Walkers Short Bread40g","Biscuits","FOOD","3",10.5,"2015-08-30"
"Cadburry","Chocolate","FOOD","2",10,"2015-08-30"
"CEYLON GINGER LOOSE TEA","Tea","FOOD","1",10,"2015-08-30"
"Coke Zero355ML","Softdrinks","BEVERAGE","5",10,"2015-08-30"
"CORNETTO I/C CLASSICO CHOCOLATE","CS Ice Cream","FOOD","2",10,"2015-08-30"
"Earlgray Tea","Tea","FOOD","1",10,"2015-08-30"
"Fresh Water Melon","Fresh Juices","BEVERAGE","1",10,"2015-08-30"
"JASMINE GREEN LOOSE TEA","Tea","FOOD","1",10,"2015-08-30"
"LAYS FORNO BLACK PEPPER 43GM","CS Chips & Snacks","FOOD","4",10,"2015-08-30"
"MentoGmBerryLime","CS Mint & Gum","FOOD","2",10,"2015-08-30"
"MentoGmWatrMelon","CS Mint & Gum","FOOD","2",10,"2015-08-30"
"MOROCCAN LOOSE TEA","Tea","FOOD","1",10,"2015-08-30"
"Portion Vegetable","Main course","FOOD","2",10,"2015-08-30"
"TANDOORI CHICKEN","Sandwiches","FOOD","1",10,"2015-08-30"
"CeresWhispers1L","CS Packet Juice","BEVERAGE","1",9.75,"2015-08-30"
"JIF WINDOW CLEANER SPRAY 500ML","CS Cleaning Supplies","NON FOOD","1",9.5,"2015-08-30"
"BAHLSEN LEIBNIZ","Biscuit & Cookies","FOOD","2",9,"2015-08-30"
"BAYARA FINE HERBS BOTTLE 100ML","CS Spices & Herbs","FOOD","2",9,"2015-08-30"
"Best Salted Peanut30g","Peannuts","FOOD","3",9,"2015-08-30"
"EXT BAR BERRY","CS Cereal","FOOD","1",9,"2015-08-30"
"EXT BAR PEANUT","CS Cereal","FOOD","1",9,"2015-08-30"
"EXT BAR PE CHO","CS Cereal","FOOD","1",9,"2015-08-30"
"MuffBlberry350g","CS Bakery","FOOD","1",9,"2015-08-30"
"MuffinChoco350g","CS Bakery","FOOD","1",9,"2015-08-30"
"POKKA PEACH ICED TEA 330ML","CS Soft Drinks","BEVERAGE","3",9,"2015-08-30"
"WORCESTERSHIRE SAUCE BOTTLE","CS Sauce","FOOD","1",9,"2015-08-30"
"FUNPLSTCTUMB8TURQ25","CS Disposable","NON FOOD","1",8.5,"2015-08-30"
"VASELINE PETROLEUM JELLY 120M","CS Body Care","NON FOOD","1",8.5,"2015-08-30"
"7 UP CAN 355 ML","CS Soft Drinks","BEVERAGE","4",8,"2015-08-30"
"ADD ESPRESSO SHOT","Starbucks","FOOD","2",8,"2015-08-30"
"AL AIN FRESH MANGO JUICE 330ML","CS Packet Juice","BEVERAGE","1",8,"2015-08-30"
"BREAKFAST TEA BAG","Tea","FOOD","1",8,"2015-08-30"
"Coke","Softdrinks","BEVERAGE","2",8,"2015-08-30"
"CROISSANT CHOCOLATE","CS Bakery","FOOD","4",8,"2015-08-30"
"CROISSANT ZATAR","CS Bakery","FOOD","4",8,"2015-08-30"
"EXTRA CHEDDAR","Cheese","FOOD","2",8,"2015-08-30"
"EXTRA PELLET PEPPERMINT GUM","CS Mint & Gum","FOOD","4",8,"2015-08-30"
"EXTRA PELLET STRAWBERRY GUM","Biscuit & Cookies","FOOD","4",8,"2015-08-30"
"FALCON PAPER PLATES 9 100PCS","CS Disposable","NON FOOD","1",8,"2015-08-30"
"FOUNTAIN SODA SMALL","Softdrinks","BEVERAGE","4",8,"2015-08-30"
"FUNHDCTLROLIVE18","CS Disposable","NON FOOD","1",8,"2015-08-30"
"LACNOR MILK CHOCOLATE","Flavoured Milk","BEVERAGE","2",8,"2015-08-30"
"LAYS 40GM TOMATO KETCHUP","CS Chips & Snacks","FOOD","4",8,"2015-08-30"
"LEMON DRIZZLE CAKE","Dessert","FOOD","1",8,"2015-08-30"
"Pepsi","Softdrinks","BEVERAGE","2",8,"2015-08-30"
"Plum Red","CS Fresh Fruit","FOOD","4",8,"2015-08-30"
"Portion Rice","Main course","FOOD","1",8,"2015-08-30"
"RASPBERRY ICED TEA","Tea","FOOD","1",8,"2015-08-30"
"RED BULL 250ML","CS Sports & Energy Drinks","BEVERAGE","1",8,"2015-08-30"
"REDBULL REGULAR","Energy Drinks","BEVERAGE","1",8,"2015-08-30"
"SCHWEPPES SODA CAN 300M","CS Soft Drinks","BEVERAGE","4",8,"2015-08-30"
"SPRITE LIGHT CAN","Softdrinks","BEVERAGE","2",8,"2015-08-30"
"Steamed Rice","Main course","FOOD","1",8,"2015-08-30"
"SUNSILK SH VIRANT COLOR PROTECTI","CS Shampoo & Conditioner","NON FOOD","1",8,"2015-08-30"
"TEA BAG MOROCCAN","Tea","FOOD","1",8,"2015-08-30"
"Vegetable Noodles","Main course","FOOD","1",8,"2015-08-30"
"Veg Fried Rice","Main course","FOOD","1",8,"2015-08-30"
